Gene_name	Light_01	Heavy_01	Light_02	Heavy_02	Light_03	Heavy_03	Light_04	Heavy_04	Light_05	Heavy_05	Light_06	Light_07	Heavy_06	Mixed
C37A2.7	0	0	14	6	13	5	2	0	3	1	2	3	0	0
C37C3.2	0	0	2	1	3	1	0	1	0	0	0	0	0	0
C37C3.12	1	1	0	0	0	0	0	0	0	0	0	0	0	0
adss-1	4	0	24	5	14	2	8	0	6	1	2	10	0	1
C39D10.6	1	0	0	1	0	0	0	0	0	0	0	0	0	0
C39D10.7	7	15	36	28	37	28	9	24	13	28	3	10	5	12
C39H7.1	1	0	0	1	1	0	0	0	0	0	0	1	0	1
C39H7.4	17	41	15	32	16	28	4	26	1	31	0	17	16	89
C41G11.1	1	0	4	2	3	1	1	1	2	2	0	1	0	0
tag-335	1	0	3	0	2	0	0	0	0	0	1	0	0	0
oac-59	0	0	2	2	2	1	0	0	0	0	0	0	0	0
ltah-1.1	0	0	2	0	3	0	0	0	0	0	0	0	0	0
C42D4.1	3	0	9	1	7	1	3	0	1	0	1	2	0	0
exoc-7	0	1	0	1	0	1	0	0	0	2	0	0	0	0
C43E11.9	0	0	0	1	0	2	0	0	0	0	0	0	0	0
bicd-1	1	0	0	0	2	0	0	0	0	0	0	0	0	0
C43G2.3	2	1	0	2	1	1	0	0	0	0	0	0	0	7
clhm-1	1	1	1	1	2	1	0	0	0	0	0	0	0	0
C44B7.5	8	3	6	5	7	4	3	1	4	4	4	5	1	7
acer-1	11	0	19	9	13	11	5	2	11	3	6	8	2	0
C44B7.11	0	0	0	2	0	1	0	0	0	1	0	0	0	0
perm-2	2	11	6	14	7	16	1	9	3	12	1	1	1	10
perm-4	1	5	11	18	15	21	4	19	2	11	0	5	5	12
vps-45	0	0	1	0	1	0	0	0	0	0	0	0	0	0
ubr-4	0	0	1	5	1	2	0	0	0	1	0	0	0	0
got-2.1	0	0	1	0	2	0	0	0	0	0	0	0	0	0
ssb-1	0	0	7	4	9	3	0	0	1	0	0	1	0	0
acbp-1	0	0	2	0	0	0	0	2	0	1	0	0	0	0
C46E10.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
acs-17	0	0	0	9	1	6	0	0	0	0	0	0	0	0
pitr-1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
C48E7.1	2	2	2	2	2	2	1	1	0	2	0	1	0	4
C49C8.5	1	0	8	6	11	2	11	0	8	2	7	10	0	0
C50D2.7	0	0	0	1	0	1	0	0	0	0	0	0	0	0
sucg-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
klo-1	0	0	4	0	3	0	0	0	0	0	0	0	0	0
cyp-33C9	0	0	0	4	0	0	0	0	0	0	0	0	0	0
C52A10.1	1	0	1	0	2	0	0	0	1	0	0	1	0	0
C52B9.4	0	0	1	1	1	1	0	0	0	1	0	0	0	0
lst-5	0	1	0	0	0	0	0	1	0	0	0	0	0	0
C53D5.5	0	1	5	5	6	5	0	0	0	0	0	0	0	7
drn-1	0	0	0	0	0	1	0	0	0	0	0	0	0	1
lam-2	0	0	5	5	5	3	0	0	0	0	0	0	0	0
C54E4.4	0	2	0	0	0	0	0	0	0	0	0	0	0	0
acdh-1	2	0	10	7	8	2	4	0	4	0	1	3	0	0
atic-1	0	0	2	1	2	1	0	0	1	1	0	1	0	0
vps-32.1	5	1	3	2	4	2	3	1	1	2	0	4	0	6
epg-5	1	2	0	0	0	1	0	0	0	0	0	0	0	0
rpn-13	0	0	9	3	7	2	0	0	0	0	0	0	0	0
vps-37	2	1	0	0	0	0	0	0	0	0	0	0	0	0
acly-1	0	1	1	13	4	11	0	3	0	6	0	0	1	0
acs-22	0	0	0	11	1	7	0	0	0	0	0	1	0	0
snap-1	3	1	3	3	3	3	1	1	0	2	0	2	0	1
D1022.4	0	0	2	0	1	0	0	0	1	0	0	0	0	0
D1069.1	1	4	2	2	1	2	0	3	1	3	0	0	1	4
glrx-3	0	0	1	0	0	0	0	0	0	0	0	0	0	0
mctp-1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
praf-3	0	0	0	3	0	3	0	1	0	1	0	0	0	1
aagr-1	9	4	20	15	24	12	19	3	21	9	8	18	2	0
nap-1	1	0	13	7	15	8	11	7	5	13	1	13	4	0
lec-12	0	1	8	2	10	1	0	0	0	0	0	0	0	2
E01A2.1	0	0	1	1	1	0	0	0	0	0	0	0	0	0
E02D9.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
E03H12.5	2	1	6	0	1	0	0	0	0	0	0	0	0	0
E03H12.7	3	0	4	0	2	0	0	0	0	1	0	2	0	1
cyc-2.1	0	0	1	1	0	2	0	0	0	0	0	0	0	0
maoc-1	0	0	3	0	0	0	0	0	0	0	0	0	0	0
E04F6.4	0	0	0	13	0	9	0	4	0	4	0	0	0	0
acdh-12	1	0	0	1	0	1	0	0	0	0	1	0	0	0
E04F6.8	1	0	11	1	8	0	5	0	3	0	3	4	0	0
E04F6.9	0	0	2	0	1	0	1	0	0	0	0	0	0	0
EEED8.2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
rabn-5	1	0	1	0	2	0	0	0	0	0	0	0	0	0
dnpp-1	3	4	4	26	3	29	13	22	10	25	3	18	16	12
aldo-2	3	4	62	18	49	14	27	3	28	4	20	31	3	8
scl-15	4	1	3	5	4	4	1	1	1	5	0	2	0	0
F07E5.7	1	0	0	0	0	0	0	0	0	0	0	0	0	0
apy-1	0	0	0	10	1	15	0	0	0	0	0	0	0	0
srpa-72	0	0	1	8	4	6	0	4	0	3	0	0	0	0
F08D12.3	0	0	0	1	0	0	0	0	0	0	0	0	0	0
F08F1.4	0	0	2	0	3	0	0	0	0	0	0	0	0	0
F08F8.7	0	0	1	0	1	0	0	0	0	0	0	1	0	0
gos-28	0	0	1	0	2	0	0	0	0	0	0	0	0	0
F09E5.3	0	0	7	1	11	0	0	0	0	0	0	0	0	0
sec-6	1	0	0	2	1	2	0	0	0	0	0	0	0	0
F09E5.7	0	0	1	0	1	0	0	0	0	0	0	0	0	0
F09E5.11	0	0	0	1	0	2	0	0	0	0	0	0	0	0
toca-1	2	1	2	1	2	0	0	0	0	0	0	0	0	0
hach-1	0	0	13	1	11	1	5	0	7	0	3	6	0	0
F09F9.1	0	0	1	1	1	1	0	0	0	1	0	0	0	0
pitr-5	2	2	0	0	0	0	0	0	0	0	0	0	0	0
F09G8.7	0	0	0	1	1	0	0	0	0	0	0	0	0	0
clec-160	0	0	0	0	1	0	0	0	0	0	0	0	0	0
F10C1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ugt-41	0	0	0	1	0	0	0	0	0	0	0	0	0	0
F10E7.5	0	0	0	1	0	3	0	0	0	0	0	0	0	0
farl-11	0	0	0	0	0	1	0	0	0	0	0	0	0	0
clec-7	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ttr-41	0	0	1	1	1	1	1	0	1	0	0	1	0	0
F11G11.4	3	1	0	0	0	0	0	0	0	0	0	0	0	0
F11G11.5	2	1	3	2	4	2	2	1	2	2	0	2	1	1
lgc-38	1	0	0	0	0	0	0	0	0	0	0	1	0	0
F13B6.1	4	4	1	1	3	4	0	1	1	2	0	2	0	8
F13B6.2	15	21	9	23	14	18	5	17	4	23	0	11	9	55
F13B6.3	15	46	16	59	24	65	10	42	8	51	2	20	26	93
acp-5	1	0	0	0	0	0	0	0	0	0	0	0	0	0
F13H6.3	0	0	1	0	3	0	0	0	0	0	0	0	0	0
F13H8.2	2	0	0	3	0	0	0	0	0	0	0	0	0	0
F13H8.3	0	0	0	0	1	0	0	0	0	0	0	0	0	0
upb-1	0	0	10	7	8	11	10	8	10	13	1	11	4	0
sid-5	0	0	1	1	1	0	0	0	0	0	0	0	0	5
F14B8.6	4	7	0	8	1	5	0	7	0	8	0	0	1	6
F14D2.7	1	0	0	0	0	2	0	4	0	0	0	0	0	0
F15E6.6	0	0	0	0	1	0	0	0	1	0	0	0	0	0
F15E6.9	0	2	0	1	0	1	0	2	0	2	0	0	0	0
F16F9.1	0	0	2	2	1	0	0	0	0	1	0	0	0	1
F17A9.5	0	0	0	0	1	0	0	0	0	0	0	0	0	0
F17E9.4	0	0	1	0	2	0	1	0	0	0	0	2	0	0
F17E9.5	1	1	2	4	0	5	0	1	0	1	0	1	1	4
rpa-1	0	0	2	2	1	0	0	0	0	1	0	0	0	0
F18A1.7	1	1	4	2	7	2	4	1	3	1	2	3	0	3
F18E9.7	0	0	2	6	2	6	4	8	0	7	0	2	3	0
F19C7.1	8	12	9	28	5	32	7	27	6	32	3	10	11	18
F19C7.2	10	21	7	17	6	16	2	10	2	15	1	1	4	34
F19C7.4	1	2	0	4	0	1	0	1	0	0	0	0	0	3
ets-6	0	0	0	1	0	0	0	0	0	0	0	0	0	0
F20D6.8	0	0	0	0	0	0	0	0	0	0	1	0	0	0
F20D6.11	0	1	2	1	2	1	0	2	0	1	0	0	0	0
csr-1	0	0	1	6	0	4	0	2	0	1	0	1	0	1
czw-1	0	0	0	11	0	6	0	1	0	2	0	0	0	0
ddo-3	1	3	7	2	9	5	2	4	3	6	0	2	1	0
F21C10.9	0	0	2	0	3	0	1	0	0	0	0	1	0	0
pgal-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
F21F3.6	0	0	0	1	1	1	0	0	0	0	0	0	0	0
tpp-2	0	0	0	21	0	19	0	8	0	17	0	1	1	0
ilys-5	0	1	1	10	3	11	0	3	0	3	0	0	0	4
ldp-1	0	0	7	15	5	16	1	7	0	5	0	2	3	11
F23C8.5	3	0	1	0	0	0	2	0	3	0	0	5	0	0
did-2	18	11	10	8	11	7	7	8	4	8	3	9	5	11
F23H11.6	1	0	0	0	0	0	0	0	1	0	0	0	0	0
F25E2.2	0	0	3	16	6	9	0	4	0	2	0	0	0	0
F25E5.3	0	0	0	0	0	1	0	0	0	0	0	0	0	0
F25E5.7	0	0	2	4	1	2	1	3	2	1	0	0	1	0
try-8	3	4	1	13	2	10	0	9	0	10	0	0	5	3
symk-1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
clec-157	1	0	2	1	1	1	1	1	1	1	0	0	2	0
cee-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
rpb-8	0	0	0	1	0	0	0	0	0	0	0	0	0	0
F27C1.2	0	0	0	0	0	1	0	1	0	0	0	0	0	0
pcca-1	0	0	5	8	4	5	0	0	0	1	0	0	0	0
acdh-9	0	0	2	0	1	0	0	0	0	0	0	0	0	0
F28A12.3	1	1	1	2	2	2	1	1	1	2	1	1	1	6
asp-13	3	3	12	3	15	4	11	0	13	3	9	11	0	18
dip-2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
F28B4.3	83	213	90	166	96	172	100	182	90	190	52	122	79	127
F28F9.2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
F29B9.8	0	0	1	2	1	3	0	0	1	1	0	1	0	0
F29B9.11	0	0	0	0	0	1	0	0	0	0	0	0	0	2
F31D5.2	1	1	0	0	1	0	0	0	0	0	0	0	0	0
mth-1	0	7	0	0	0	1	0	3	0	1	0	0	0	0
F31E8.4	0	0	0	1	0	1	0	0	0	2	0	0	0	0
F31E8.5	0	2	2	5	2	1	0	1	0	2	0	0	0	7
F32A5.3	34	42	25	37	25	40	13	28	16	36	5	23	15	223
F32A5.4	0	0	2	0	2	0	0	0	0	0	0	0	0	0
F32A5.8	0	0	2	2	2	3	0	0	0	0	0	0	0	0
hpo-18	0	0	0	0	0	0	0	1	0	0	0	0	0	0
F32D1.5	1	0	5	2	3	1	1	0	1	1	0	1	0	0
clec-180	3	1	14	0	17	0	9	0	0	0	0	9	0	0
cec-5	0	0	1	0	2	0	0	0	0	0	0	0	0	0
vpr-1	0	0	2	8	1	13	0	0	0	2	0	0	0	5
F35B3.4	1	0	2	0	0	0	0	0	0	0	0	0	0	0
sek-4	0	0	0	0	0	0	0	0	0	0	1	0	0	0
clec-136	0	0	3	1	2	1	1	0	1	0	1	1	0	0
clec-137	2	1	6	3	5	2	2	2	4	2	1	2	1	2
ttr-20	3	1	4	4	3	2	1	0	1	2	0	2	0	3
trpp-4	0	0	1	1	2	0	0	0	0	0	0	0	0	0
clec-207	0	0	1	0	0	1	0	0	0	0	0	0	0	0
clec-208	4	1	5	1	3	3	1	2	2	1	1	2	1	1
F36F12.7	0	1	1	0	1	0	0	0	0	0	0	0	0	0
F36H12.3	2	1	1	0	3	0	0	0	0	0	0	1	0	0
F36H12.4	1	1	1	0	1	0	0	0	0	0	0	1	0	2
F36H12.5	1	0	1	0	1	1	0	0	0	0	0	1	0	1
F36H12.17	5	0	2	1	1	0	2	0	2	0	0	1	0	0
F37A4.1	0	0	0	4	0	3	0	0	0	0	0	0	0	0
F37A4.4	0	0	0	0	0	1	0	0	0	0	0	0	0	1
folt-2	0	6	1	12	1	10	0	2	0	5	0	0	0	1
F37C4.5	24	10	14	53	16	64	37	41	33	50	27	47	27	4
epg-4	0	0	0	1	0	2	0	0	0	0	0	0	0	0
acs-4	3	3	5	30	10	29	1	13	0	21	0	1	5	3
F37F2.2	1	0	0	2	0	2	0	0	0	0	0	0	0	0
odr-8	0	0	0	1	0	0	0	0	0	0	0	0	0	0
F38A5.2	0	0	0	1	1	0	0	0	0	0	0	0	0	0
F38B6.4	0	0	1	0	1	1	0	0	0	0	0	0	0	0
mpdu-1	0	1	0	5	1	3	0	1	0	2	0	0	0	0
F38E9.1	3	6	9	8	8	5	1	2	0	5	0	2	2	3
twf-2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
nep-13	1	0	0	0	1	0	0	0	0	0	0	0	0	0
F39G3.5	0	1	0	2	0	3	0	3	0	3	0	0	0	0
F40A3.3	1	1	0	0	0	0	0	0	0	0	0	0	0	0
irg-7	31	85	21	84	21	94	75	184	68	170	39	94	84	21
F40G9.7	0	0	0	1	0	1	0	0	0	1	0	0	0	0
eas-1	0	0	0	1	0	2	0	1	0	1	0	0	0	0
F41C3.5	3	3	26	8	25	7	9	5	12	7	2	12	3	53
F41D9.2	0	0	0	0	0	0	0	0	0	0	0	0	0	4
vps-60	1	1	0	0	2	0	0	0	0	0	0	0	0	1
elks-1	0	0	0	0	0	0	0	0	0	0	1	1	0	0
F42A9.3	2	1	0	2	2	0	0	1	0	1	0	1	1	7
abcf-3	1	0	1	1	0	1	0	1	1	0	0	0	0	0
F42A10.5	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ifo-1	0	4	0	1	0	1	0	5	0	4	0	0	0	0
F42G8.10	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ppm-1.G	0	2	2	0	2	0	0	0	0	0	0	0	0	0
tag-343	3	2	0	1	1	0	0	0	0	0	0	0	0	0
F43C11.2	0	3	4	2	8	1	0	0	0	1	0	3	0	3
msra-1	2	1	8	0	6	0	1	0	2	0	0	0	0	0
mtch-1	0	0	1	3	1	4	0	1	0	2	0	0	0	0
F43E2.11	0	0	1	0	0	0	0	0	0	0	0	0	0	0
sptl-2	0	0	0	9	0	6	0	0	0	0	0	0	0	0
nhr-184	0	0	0	0	0	0	0	1	0	0	0	0	0	0
F44E7.4	0	0	11	4	12	2	0	0	2	0	0	2	0	0
F44E7.5	0	0	0	0	0	1	0	0	0	0	0	0	0	0
F44E7.9	0	0	0	2	0	2	0	1	0	1	0	0	0	2
sdpn-1	3	7	0	2	2	2	0	2	0	2	0	0	1	0
acs-1	0	0	1	1	1	1	0	0	0	0	0	0	0	0
mdh-1	6	0	31	4	42	5	17	1	19	3	16	24	0	6
F46F5.11	1	0	1	0	1	1	1	0	0	1	0	1	0	0
F46H5.3	17	4	46	15	49	20	20	13	28	19	20	26	8	16
F46H5.7	0	0	0	4	0	2	0	1	0	0	0	0	0	0
F47B7.2	0	0	6	2	5	3	1	1	0	2	0	0	0	0
clec-79	16	13	13	12	18	6	6	2	3	5	0	8	1	12
uggt-1	0	0	0	11	5	10	0	0	0	1	0	0	0	0
F48E3.4	1	1	7	2	6	3	3	0	4	2	1	4	2	1
F48E8.3	1	0	1	2	2	2	0	0	0	1	0	0	0	1
tag-296	0	0	0	1	0	0	0	0	0	0	0	0	0	0
F49F1.9	0	0	1	0	1	0	0	0	0	0	0	0	0	0
txdc-12.2	0	0	0	4	0	2	0	0	0	0	0	0	0	0
aagr-4	0	0	0	1	0	1	0	0	0	0	0	0	0	0
F52E1.2	0	0	0	1	0	1	0	0	0	0	0	0	0	0
lmd-3	0	0	1	0	0	1	0	0	0	0	0	0	0	0
pccb-1	0	0	4	9	4	7	0	0	0	1	0	0	0	0
F52E4.5	0	0	1	0	1	1	1	0	1	0	0	0	0	0
sec-3	0	1	0	1	1	1	0	1	0	0	0	0	0	0
oac-31	0	2	0	0	0	2	0	3	0	3	0	0	0	0
F52H2.6	0	0	0	1	0	0	0	0	0	0	0	0	0	0
F53B3.5	0	0	0	3	1	1	0	1	0	1	0	0	0	0
plpp-1.1	2	1	0	0	0	0	0	0	0	0	0	0	0	1
F53G12.8	5	0	1	0	0	0	0	0	0	0	0	0	0	0
cct-3	6	1	18	15	18	14	5	12	6	14	0	8	4	0
F54A3.5	0	0	0	0	0	1	0	1	0	1	0	0	0	0
pmt-2	0	0	37	11	35	8	20	1	19	2	14	32	0	0
F54E2.1	83	135	31	65	41	77	19	62	17	69	8	34	38	165
F54H12.3	0	1	1	2	0	0	0	0	0	0	0	0	0	0
spt-16	0	0	1	2	0	0	0	0	0	2	0	0	0	0
sec-22	0	0	2	5	2	1	0	0	0	0	0	0	0	0
aman-1	0	2	6	1	6	0	0	0	0	0	0	0	0	6
drd-5	0	0	0	1	0	0	0	0	0	0	0	0	0	0
wdr-12	0	0	0	1	0	0	0	0	0	0	0	0	0	0
F55F8.7	0	0	0	0	1	0	0	0	0	0	0	0	0	0
zipt-2.4	0	1	0	0	0	0	0	0	0	0	0	0	0	0
rod-1	0	0	0	16	0	3	0	0	0	0	0	0	0	0
F55G1.9	0	0	3	0	3	0	0	0	0	0	0	0	0	0
egas-4	0	0	0	3	0	1	0	4	0	3	0	0	0	1
F56B3.11	0	0	0	0	0	1	0	0	0	0	0	0	0	0
F56C9.7	0	0	0	2	0	3	0	5	0	2	0	0	0	2
F56C9.8	0	0	1	1	3	0	0	0	0	0	0	0	0	0
ucr-1	0	0	1	12	4	13	0	5	0	8	0	0	0	1
F56D2.8	1	0	2	0	1	0	0	1	0	1	0	0	0	0
clec-67	1	0	5	0	3	0	4	0	4	0	1	4	0	0
F56F10.1	15	52	14	37	15	37	11	27	7	39	5	9	16	42
F56F11.4	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ipgm-1	0	0	21	2	19	0	12	0	12	0	6	12	0	1
F57B10.5	0	0	3	4	3	1	0	1	0	3	0	1	0	2
ucr-11	0	0	0	1	0	1	0	0	0	0	0	0	0	0
pdxk-1	0	0	1	0	1	0	0	0	0	0	0	0	0	0
F57F4.4	0	3	0	0	0	0	0	0	0	0	0	0	0	0
F58A6.5	0	0	0	0	0	0	0	0	0	1	0	0	0	0
F58F9.3	0	0	0	0	0	1	0	0	0	0	0	0	0	0
F58F12.1	0	0	1	0	0	2	0	0	1	1	0	0	0	0
faah-3	0	0	0	11	0	12	0	0	0	0	0	0	0	0
cpd-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
cysl-4	0	0	1	0	0	0	0	0	0	0	0	0	0	0
F59B1.2	0	0	7	2	5	3	0	0	0	0	0	0	0	0
F59C12.3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
H02F09.3	14	10	9	8	7	4	4	7	3	7	0	10	3	16
ubxn-6	0	1	0	0	1	0	0	0	0	0	0	0	0	0
tat-2	0	3	0	3	0	2	0	1	0	3	0	0	0	0
H14E04.2	0	0	2	0	0	1	0	0	0	0	0	0	0	0
ttr-47	1	0	0	0	0	0	0	0	0	0	0	0	0	0
fgt-1	0	1	3	5	3	3	0	1	0	2	0	0	0	0
emc-1	0	0	0	15	0	15	0	4	0	4	0	0	1	0
H20E11.1	10	25	8	23	8	23	3	20	1	20	0	9	7	24
H20J04.6	0	0	0	1	0	0	0	0	0	0	0	0	0	0
bgal-2	0	1	0	0	1	0	0	0	0	0	0	0	0	0
ugt-13	0	0	0	1	1	0	0	0	0	0	0	0	0	0
H23N18.5	1	0	2	0	3	0	0	0	0	0	0	0	0	0
H24K24.3	0	0	5	1	6	0	2	1	2	1	0	1	0	0
trm-2A	0	0	0	0	0	0	0	0	0	0	1	0	0	0
rpb-5	0	0	1	2	1	1	0	0	0	0	0	0	0	0
H34C03.2	0	0	3	3	5	1	0	0	0	0	0	0	0	0
H34I24.1	0	1	0	0	0	0	1	0	0	0	0	1	0	0
H34I24.2	1	0	11	2	11	2	8	1	6	2	4	11	0	0
H41C03.3	0	0	2	0	1	0	0	0	0	0	0	0	0	0
H43E16.1	1	6	6	8	9	10	5	3	2	6	4	4	7	10
algn-5	0	0	0	2	0	0	0	0	0	0	0	0	0	0
kcc-3	0	2	1	3	1	0	0	0	0	0	0	1	0	0
K02D7.1	1	0	9	0	6	0	1	0	0	0	0	1	0	0
snap-29	2	0	2	0	1	1	1	0	0	0	0	3	0	2
K02E7.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ahcy-1	20	9	65	28	67	27	29	27	32	26	15	34	17	23
teg-4	0	0	1	4	0	4	0	0	0	0	0	0	0	0
K02F3.2	0	0	0	1	0	2	0	0	0	0	0	0	0	0
K02F3.9	0	0	2	0	1	1	1	0	1	1	0	1	0	0
K02F6.3	0	0	2	0	3	0	0	0	0	0	0	0	0	0
lron-7	0	0	44	12	40	10	4	1	4	4	1	7	0	6
K03H6.2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
K04A8.1	0	0	3	0	5	0	0	0	0	0	0	0	0	0
K04C2.2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
nuo-4	0	0	0	0	0	1	0	0	0	0	0	0	0	0
K06A5.2	0	0	3	4	4	3	1	2	0	4	0	2	1	0
acdh-3	2	0	3	1	3	1	0	0	0	0	0	0	0	0
K06A9.1	4	32	0	13	0	12	0	17	1	17	0	1	6	29
K06H7.8	0	0	0	0	0	0	0	0	0	0	0	0	0	1
acl-14	0	0	0	1	0	1	0	0	0	0	0	0	0	0
cyp-35A5	0	0	0	5	0	5	0	0	0	0	0	0	0	0
cri-2	0	0	3	0	5	0	1	0	2	0	0	0	0	0
K07C11.7	0	0	2	0	2	0	0	0	0	0	0	0	0	0
K07E3.4	1	0	31	9	25	5	13	0	7	3	9	10	0	0
sdz-24	0	0	0	0	1	0	0	0	0	0	0	0	0	0
K07H8.2	0	0	1	0	0	1	0	0	0	0	0	0	0	0
K07H8.10	0	0	1	3	1	3	0	0	0	1	0	0	0	0
ugt-19	0	0	0	2	0	5	0	0	0	0	0	0	0	0
K08B12.1	1	0	6	0	4	0	0	0	1	0	0	0	0	0
scrm-5	0	0	0	0	0	1	0	0	0	0	0	0	0	0
K08D12.3	0	0	2	0	4	0	0	0	0	0	0	0	0	0
cif-1	0	0	11	11	9	5	0	1	0	2	0	0	0	0
K09C4.5	0	0	0	1	0	0	0	0	0	0	0	0	0	0
K09C6.9	0	0	1	1	1	1	1	1	2	1	0	1	0	0
cyp-35A3	0	0	0	2	0	2	0	0	0	0	0	0	0	0
K09E2.3	0	0	3	0	3	0	0	0	0	0	0	0	0	0
K09F6.3	1	4	0	2	3	2	0	0	0	3	0	0	0	21
ctsa-1	1	0	4	5	5	3	1	2	4	1	2	3	2	0
clec-88	1	0	3	0	2	0	0	0	0	0	0	0	0	0
K10C2.1	136	212	75	150	94	186	68	145	74	181	48	70	88	297
asp-14	0	0	6	0	5	0	2	0	3	0	0	2	0	0
fah-1	0	1	8	1	6	0	3	0	3	0	0	1	0	0
rnst-2	1	0	1	0	0	0	0	0	0	0	0	0	0	1
swt-7	0	0	0	1	0	2	0	0	0	0	0	0	0	0
K11D12.6	0	0	0	0	1	0	0	0	0	0	0	0	0	0
K11D12.7	0	0	0	0	1	0	0	0	0	0	0	0	0	0
K11G9.5	0	3	0	3	1	2	0	3	0	3	0	0	1	0
slc-25A10	0	0	0	2	0	1	0	0	0	0	0	0	0	0
K11H12.4	4	6	0	6	1	4	0	5	1	4	0	1	1	12
K11H12.6	0	0	1	0	2	0	0	0	0	0	0	0	0	0
K11H12.7	0	1	1	1	1	0	0	0	0	0	0	0	0	4
K12B6.4	0	1	0	2	1	1	0	3	0	1	0	0	0	1
K12C11.1	2	0	21	9	19	6	9	1	11	2	3	9	0	15
spcs-3	1	0	2	7	2	7	0	5	0	6	0	0	3	7
K12H4.5	0	0	0	0	0	2	0	0	0	0	0	0	0	0
K12H4.7	12	17	30	23	36	17	24	8	23	17	22	22	5	28
K12H6.4	8	0	9	7	6	6	5	5	3	5	1	5	2	0
K12H6.8	1	0	1	3	2	2	1	2	2	2	0	2	0	0
K12H6.9	7	3	12	10	9	11	7	8	8	9	4	3	7	2
ostd-1	0	0	1	9	1	8	0	5	0	7	0	0	2	2
pqn-52	0	0	1	0	1	1	0	0	0	0	1	1	0	0
M01G5.3	0	0	0	8	0	1	0	0	0	0	0	0	0	0
zig-12	0	0	1	0	1	0	0	0	0	0	0	0	0	0
asns-2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
M02D8.5	0	1	0	0	0	1	0	1	0	2	0	0	0	0
clec-265	0	0	2	2	1	0	1	1	2	0	1	3	0	0
M03A1.3	2	4	0	0	1	0	0	0	0	1	0	0	0	0
ipla-1	2	1	5	5	4	1	0	0	0	0	0	0	0	0
calu-1	0	0	2	1	1	1	0	0	0	0	0	0	0	0
M03F8.3	0	0	0	0	0	0	0	0	0	0	1	0	0	0
M4.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
M04F3.4	0	0	0	0	1	0	0	0	0	0	0	0	0	0
M57.2	1	0	2	1	4	1	0	0	0	1	0	0	0	0
endu-2	0	1	15	7	15	6	4	0	4	2	5	4	1	0
M60.4	1	1	2	2	4	4	2	2	3	3	0	4	1	2
M70.1	1	1	3	5	5	2	0	2	0	2	0	1	0	0
M70.3	2	1	1	3	4	3	0	0	0	2	0	0	0	0
mtss-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
egg-2	0	0	0	1	1	0	0	1	0	0	0	1	1	2
ger-1	1	0	2	0	1	0	1	0	0	0	0	1	0	0
nhr-204	0	1	0	0	0	0	0	0	0	0	0	0	0	0
aass-1	0	0	0	2	0	0	0	0	0	0	0	0	0	0
fnta-1	0	0	4	0	2	0	0	0	0	0	0	0	0	0
mop-25.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
R03H10.4	0	0	2	0	3	2	0	1	1	1	1	2	0	1
nrde-3	0	0	0	0	0	0	0	0	0	0	0	1	0	0
mca-2	7	14	14	23	16	20	1	13	0	15	0	2	4	0
R05F9.6	3	2	17	6	22	2	7	0	6	1	4	9	0	0
sgt-1	0	0	7	1	11	2	3	0	1	0	1	4	0	0
aagr-2	11	12	45	29	36	29	22	14	22	12	10	25	6	31
R05G6.1	21	5	12	3	12	0	4	0	4	2	3	4	0	2
vdac-1	7	14	21	28	26	41	7	18	7	25	1	9	10	46
R05G6.9	45	8	10	0	12	0	7	0	10	0	1	8	0	0
clec-150	1	3	10	0	8	0	5	0	6	0	6	7	0	3
pgam-5	0	0	0	0	0	3	1	0	0	0	0	0	0	0
chat-1	0	1	2	2	4	3	0	0	0	0	0	0	0	0
htz-1	0	2	0	2	1	2	0	3	0	4	0	0	0	0
R08E3.1	5	2	29	32	27	15	22	9	20	8	13	24	6	2
cysl-3	0	0	4	0	6	0	2	0	3	0	1	2	0	0
R08E5.3	0	0	10	0	10	0	0	0	0	0	0	0	0	0
R08F11.1	0	0	0	3	0	0	0	0	0	0	0	0	0	0
cyp-33C8	0	0	0	1	0	0	0	0	0	0	0	0	0	0
