Species	protein	log(e)2	% (measured)	% (corrected)	unique	total	Mr	upper	lower	1	2	3	4	5	6	7	8	9	10	11	light	heavy	Total
NA	sp|Q94417|CLC91_CAEEL	-43.8	16	33	4	10	25.6	NA	NA	3	NA	1	1	NA	NA	NA	NA	NA	NA	NA	4	1	10
NA	sp|Q95005|PSA7_CAEEL	-164.5	57	70	13	115	28.2	NA	NA	2	13	2	17	7	13	10	17	5	13	11	3	2	115
NA	sp|Q95008|PSA5_CAEEL	-245.3	77	88	20	149	27.2	NA	NA	NA	15	1	24	14	14	11	24	5	19	15	6	1	149
NA	sp|Q95017|UBC9_CAEEL	-2.4	4.2	5	1	1	19.1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
NA	sp|Q95Q95|TOR_CAEEL	-11.2	0.7	1	2	2	306.3	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	2
NA	sp|Q95QW0|EIF3L_CAEEL	-136.1	32	38	13	35	62.4	NA	NA	5	9	3	6	2	1	2	3	NA	2	NA	2	NA	35
NA	sp|Q95XP9|ZWILC_CAEEL	-2.1	1.7	3	1	1	71.1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1
NA	sp|Q95XQ8|MCM4_CAEEL	-50.7	8	10	6	13	91.5	NA	NA	NA	2	1	NA	NA	3	NA	7	NA	NA	NA	NA	NA	13
NA	sp|Q95XX0|UBC13_CAEEL	-22.3	17	19	2	5	16.9	NA	NA	1	NA	1	NA	NA	NA	NA	1	NA	NA	NA	2	NA	5
NA	sp|Q95XX1|PNCB_CAEEL	-8.6	2.5	5	1	2	63.3	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
NA	sp|Q95XZ6|LAAT1_CAEEL	-16.6	5.8	12	2	15	34.9	NA	2	2	2	1	2	1	1	1	1	NA	1	NA	NA	1	15
NA	sp|Q95Y04|RS28_CAEEL	-30.8	42	82	3	14	7.4	NA	NA	3	2	1	2	1	2	1	1	NA	NA	NA	1	NA	14
NA	sp|Q95Y89|PESC_CAEEL	-13.5	3.6	5	2	3	61.6	NA	NA	NA	1	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
NA	sp|Q95Y90|RL9_CAEEL	-199.1	58	98	15	152	21.5	1	10	10	17	13	33	9	11	5	17	5	8	7	5	1	152
NA	sp|Q95YF3|CGH1_CAEEL	-154.4	43	55	16	78	48.7	NA	NA	6	14	8	14	5	6	2	11	NA	4	7	NA	1	78
NA	sp|Q95ZJ1|GALT5_CAEEL	-160.4	29	36	14	51	71.3	2	NA	11	15	14	6	1	NA	NA	2	NA	NA	NA	NA	NA	51
NA	sp|Q95ZQ4|AAPK2_CAEEL	-8.4	2.2	3	1	1	70.4	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
NA	sp|Q95ZW1|GOSR1_CAEEL	-12	7.7	14	2	3	26.8	NA	NA	1	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
NA	sp|Q965Q8|XYLT_CAEEL	-3.6	1.5	2	1	1	93.1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
NA	sp|Q965S8|EIF3I_CAEEL	-58.9	20	28	6	28	36.8	NA	NA	6	9	6	6	NA	NA	1	NA	NA	NA	NA	NA	NA	28
NA	sp|Q966C6|RL7A_CAEEL	-291.4	40	67	23	268	30.2	NA	2	30	49	23	61	7	27	6	33	1	9	12	5	3	268
NA	sp|Q966L5|SRRT_CAEEL	-3.3	0.7	1	1	1	80.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1
NA	sp|Q967F4|HMR1_CAEEL	-14.3	0.8	1	2	3	323.7	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	1	3
NA	sp|Q968Y9|INSR_CAEEL	-11.9	0.7	1	2	2	207	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	2
NA	sp|Q9BKS0|AT5G_CAEEL	-10.3	26	41	1	3	12.1	NA	NA	NA	1	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
NA	sp|Q9BKU4|PHB1_CAEEL	-80.9	32	42	7	20	30	NA	2	NA	5	1	6	NA	1	NA	2	1	NA	2	NA	NA	20
NA	sp|Q9BL07|PLBL3_CAEEL	-211.1	29	57	18	110	67.2	24	NA	15	17	17	12	2	3	2	6	NA	1	NA	5	6	110
NA	sp|Q9BL19|RL17_CAEEL	-114.7	52	96	10	138	21.5	NA	6	11	21	15	28	5	13	7	17	3	4	6	1	1	138
NA	sp|Q9BLB6|RU2A_CAEEL	-17.5	10	16	2	3	28.8	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	1	NA	3
NA	sp|Q9BPN8|Y92H3_CAEEL	-341.9	43	81	27	274	71	27	NA	28	18	28	20	14	18	13	21	2	27	7	25	26	274
NA	sp|Q9GS00|CSN1_CAEEL	-22.8	4.2	6	3	4	68.4	NA	NA	NA	2	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
NA	sp|Q9GYF1|TNNI2_CAEEL	-2.1	7	13	1	1	27.5	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
NA	sp|Q9GYK2|ITBL_CAEEL	-4.7	1.9	3	1	1	46.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
NA	sp|Q9GZE9|LDP1_CAEEL	-147.8	31	51	12	72	47.3	8	3	7	15	5	16	1	7	NA	5	NA	2	3	NA	NA	72
NA	sp|Q9GZH3|IMDH_CAEEL	-62	13	20	6	16	58.1	NA	NA	1	6	1	6	NA	NA	NA	2	NA	NA	NA	NA	NA	16
NA	sp|Q9GZH4|RPN1_CAEEL	-393.6	57	79	34	155	65.7	5	NA	7	33	9	39	NA	20	NA	28	NA	NA	12	NA	2	155
NA	sp|Q9N2U6|LTOR2_CAEEL	-20.1	25	43	2	3	13.2	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
NA	sp|Q9N2V6|GPA16_CAEEL	-14.1	3.4	5	1	1	41.3	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
NA	sp|Q9N2W7|NDUAC_CAEEL	-3.3	8.2	15	1	2	17.1	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
NA	sp|Q9N358|TCPQ_CAEEL	-306.8	53	66	26	129	59.7	2	NA	14	14	13	16	7	8	7	13	4	9	6	15	1	129
NA	sp|Q9N359|CSN4_CAEEL	-11.7	3.4	4	2	2	46.1	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
NA	sp|Q9N3F0|RPF2_CAEEL	-33.4	17	24	4	5	33.4	NA	NA	NA	1	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	5
NA	sp|Q9N3X2|RS4_CAEEL	-284.4	65	99	26	272	29	6	14	26	40	28	39	12	24	8	20	7	15	16	6	11	272
NA	sp|Q9N425|CSN3_CAEEL	-20.4	7.4	11	3	3	55.8	NA	NA	NA	1	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
NA	sp|Q9N4A7|SEC13_CAEEL	-2.8	4.2	6	1	1	34.7	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
NA	sp|Q9N4D8|NLP40_CAEEL	-9.2	9.8	11	1	1	13.7	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
NA	sp|Q9N4D9|NTM1_CAEEL	-2.3	8.1	9	1	1	26.6	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
NA	sp|Q9N4H4|PARP1_CAEEL	-2.9	1.1	1	1	1	107.9	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
NA	sp|Q9N4I0|ARP3_CAEEL	-82.4	23	32	9	25	48.1	NA	NA	4	2	4	1	NA	NA	NA	2	5	NA	NA	1	6	25
NA	sp|Q9N4I4|RL10A_CAEEL	-116.5	40	69	10	90	24.1	NA	2	16	13	16	12	2	4	4	8	2	5	4	1	1	90
NA	sp|Q9N4J2|VIT3_CAEEL	-1964.6	6.1	8	9	95	186.4	NA	NA	10	9	10	15	5	11	8	9	2	8	4	2	2	95
NA	sp|Q9N4J8|TCPG_CAEEL	-215.9	43	57	21	121	60.4	NA	NA	18	15	18	14	5	12	6	14	NA	8	4	6	1	121
NA	sp|Q9N4K0|MIC10_CAEEL	-4.1	9.5	10	1	3	11.1	NA	NA	NA	NA	NA	1	NA	1	NA	1	NA	NA	NA	NA	NA	3
NA	sp|Q9N4M4|ANC1_CAEEL	-487.8	6.3	8	43	141	955.9	NA	NA	39	25	34	24	3	4	NA	5	NA	5	2	NA	NA	141
NA	sp|Q9N4X8|GSTPA_CAEEL	-90	50	70	9	30	24.8	NA	NA	7	1	10	1	3	NA	3	1	1	2	NA	NA	1	30
NA	sp|Q9N4Y9|ZFPL1_CAEEL	-14.1	10	14	2	5	34.8	NA	1	1	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5
NA	sp|Q9N599|PSA4_CAEEL	-90.3	40	64	9	39	28.3	NA	NA	NA	3	NA	6	3	6	3	5	2	4	6	1	NA	39
NA	sp|Q9N5K2|RPAB1_CAEEL	-16.9	10	17	2	5	24.3	NA	NA	1	2	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	5
NA	sp|Q9N5R9|SPT16_CAEEL	-26.5	3.9	6	3	5	116.8	NA	NA	1	2	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	5
NA	sp|Q9N5Y2|TECR_CAEEL	-99.7	20	63	9	38	35.1	NA	1	3	7	2	9	NA	6	NA	5	NA	1	4	NA	NA	38
NA	sp|Q9NA26|VPS28_CAEEL	-39.3	27	44	4	6	24.2	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	3	1	6
NA	sp|Q9NAE2|HUTU_CAEEL	-72.7	14	20	8	17	74.4	NA	NA	4	3	5	3	NA	NA	1	NA	1	NA	NA	NA	NA	17
NA	sp|Q9NAH4|DENR_CAEEL	-10.2	6.8	8	1	5	20.3	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1	1	5
NA	sp|Q9NAH6|KS6B_CAEEL	-13.9	4.7	9	2	2	60.4	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
NA	sp|Q9NAN2|PAR6_CAEEL	-61	30	53	5	17	34.2	NA	NA	2	1	7	2	NA	NA	NA	NA	NA	1	NA	4	NA	17
NA	sp|Q9NDC9|LIS1_CAEEL	-3.6	3.7	5	1	1	45.7	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
NA	sp|Q9NEN6|RS6_CAEEL	-225.5	46	86	20	163	28.1	2	7	15	21	17	30	5	20	3	21	2	5	10	3	2	163
NA	sp|Q9NEQ0|FAT1_CAEEL	-70.7	18	32	7	14	46.5	NA	NA	1	5	1	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	14
NA	sp|Q9NES8|PPP5_CAEEL	-3.8	2.6	3	1	1	56.4	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
NA	sp|Q9TW45|PAR1_CAEEL	-15	2.4	4	1	1	126.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1
NA	sp|Q9TXP0|RS27_CAEEL	-52	41	50	4	57	9.3	NA	2	6	8	6	12	3	2	1	5	2	3	4	2	1	57
NA	sp|Q9TYK1|GAR1_CAEEL	-4.9	6.1	12	1	1	24.6	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
NA	sp|Q9TZL8|PFKA1_CAEEL	-275.4	35	56	23	72	89.7	NA	NA	15	19	21	11	1	1	NA	2	2	NA	NA	NA	NA	72
NA	sp|Q9TZQ3|PGL1_CAEEL	-107.9	17	21	11	36	78.4	NA	NA	7	9	4	8	NA	1	2	2	NA	1	NA	2	NA	36
NA	sp|Q9U1Q4|SYV_CAEEL	-254.1	29	42	23	72	118.8	NA	NA	6	18	5	21	NA	8	NA	7	NA	1	5	1	NA	72
NA	sp|Q9U1S7|PKD2_CAEEL	-316.4	35	69	24	169	80.4	9	NA	8	30	7	27	9	15	5	22	4	7	12	11	3	169
NA	sp|Q9U1W1|TFG_CAEEL	-15.2	5.1	18	2	9	49.7	NA	NA	1	2	1	1	NA	1	1	1	NA	1	NA	NA	NA	9
NA	sp|Q9U217|FAAH4_CAEEL	-70.5	17	26	7	21	71.7	2	NA	1	5	3	3	NA	2	NA	3	NA	NA	NA	1	1	21
NA	sp|Q9U280|TAT1_CAEEL	-87.8	9.1	13	10	21	128.3	NA	NA	3	4	1	3	NA	1	NA	6	NA	NA	NA	1	2	21
NA	sp|Q9U281|H332_CAEEL	-80.9	23	32	1	2	15.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2
NA	sp|Q9U2A8|RL37A_CAEEL	-86.5	46	74	7	80	10.1	NA	3	7	13	7	21	3	9	2	7	1	3	2	1	1	80
NA	sp|Q9U2A9|BOP1_CAEEL	-8.2	3.1	4	1	1	77.3	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
NA	sp|Q9U2C4|GALT9_CAEEL	-32.2	6.9	11	4	5	66.4	NA	NA	2	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5
NA	sp|Q9U2D6|CNP2_CAEEL	-4.5	1.4	2	1	1	84.3	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
NA	sp|Q9U2D9|GYS_CAEEL	-109	20	29	11	31	76.4	NA	NA	10	3	11	4	NA	NA	NA	2	NA	1	NA	NA	NA	31
NA	sp|Q9U2G0|U520_CAEEL	-12.9	0.8	1	2	2	243.7	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	2
NA	sp|Q9U2H9|EF1B2_CAEEL	-93.5	47	53	9	40	28.2	NA	NA	9	3	7	2	1	3	3	3	4	4	NA	NA	1	40
NA	sp|Q9U2M4|HOT_CAEEL	-150.2	46	57	13	37	50.5	NA	NA	18	1	16	NA	NA	NA	1	NA	NA	NA	NA	1	NA	37
NA	sp|Q9U2M7|AP4A_CAEEL	-3.8	8	10	1	1	15.9	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
NA	sp|Q9U2M8|C2D1_CAEEL	-25.2	4.9	7	2	3	85.4	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	3
NA	sp|Q9U2Q9|GSK3_CAEEL	-2.4	2.8	4	1	2	40.9	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
NA	sp|Q9U2X0|ANM1_CAEEL	-86.8	30	38	9	21	39.7	NA	NA	9	1	3	NA	1	1	1	2	1	1	NA	1	NA	21
NA	sp|Q9U2Y2|CK5P3_CAEEL	-2.8	2.2	3	1	1	55.7	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
NA	sp|Q9U332|RL31_CAEEL	-34.7	14	29	3	27	14.3	NA	4	2	3	2	3	1	2	2	3	1	1	1	2	NA	27
NA	sp|Q9U3C8|DCN1_CAEEL	-6.4	3.4	5	1	4	34.1	NA	NA	1	NA	1	1	NA	NA	NA	NA	NA	NA	NA	1	NA	4
NA	sp|Q9U3N5|SELT1_CAEEL	-59.3	27	40	5	28	27.7	NA	2	1	5	2	8	NA	4	NA	6	NA	NA	NA	NA	NA	28
NA	sp|Q9U3R0|U375B_CAEEL	-70.6	33	34	5	74	12.8	NA	7	6	7	5	6	5	6	6	6	1	8	1	5	5	74
NA	sp|Q9UB00|GLCM4_CAEEL	-61.1	12	18	6	20	58.2	NA	NA	4	NA	3	2	3	NA	3	NA	1	4	NA	NA	NA	20
NA	sp|Q9XTB5|LEM2_CAEEL	-4.2	3	5	1	3	55.1	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	3
NA	sp|Q9XTI0|3HIDH_CAEEL	-25.3	16	21	3	4	31.2	NA	NA	2	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	4
NA	sp|Q9XTQ5|GOB1_CAEEL	-3.6	2.1	3	1	1	48.7	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
NA	sp|Q9XTQ6|TBH1_CAEEL	-22	7	9	3	3	74.9	NA	NA	2	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
NA	sp|Q9XTT8|PP4C2_CAEEL	-2.6	4	5	1	1	36.3	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
NA	sp|Q9XTT9|PRS8_CAEEL	-175.6	40	51	14	61	46.2	NA	NA	7	12	5	16	NA	6	1	7	1	1	4	1	NA	61
NA	sp|Q9XTU6|RUXE_CAEEL	-27.4	38	71	3	11	10.6	NA	NA	2	2	1	2	1	1	1	NA	NA	1	NA	NA	NA	11
NA	sp|Q9XTW2|FA20C_CAEEL	-29.5	7.8	11	3	6	59.6	NA	NA	3	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6
NA	sp|Q9XU84|UDA1_CAEEL	-24.8	5.4	8	2	2	53.8	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
NA	sp|Q9XUB9|NRA1_CAEEL	-123.1	11	13	5	14	71.1	NA	NA	NA	2	3	1	1	1	NA	3	NA	1	NA	2	NA	14
NA	sp|Q9XUE6|PMM_CAEEL	-43.8	23	25	5	9	28.8	NA	NA	4	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	9
NA	sp|Q9XUP3|EIF3K_CAEEL	-26.9	25	29	4	8	27	NA	NA	2	NA	NA	NA	NA	NA	1	2	NA	1	NA	2	NA	8
NA	sp|Q9XUU9|JAGN_CAEEL	-36.1	14	38	4	15	22.1	NA	NA	1	4	2	3	NA	2	NA	3	NA	NA	NA	NA	NA	15
NA	sp|Q9XUV0|PBS5_CAEEL	-170.3	52	57	16	90	31.2	NA	NA	NA	15	NA	14	7	12	7	14	3	7	9	2	NA	90
NA	sp|Q9XUY5|AT1B3_CAEEL	-150.8	42	53	13	54	35.7	12	10	7	5	12	5	NA	NA	NA	2	NA	1	NA	NA	NA	54
NA	sp|Q9XV66|UNC80_CAEEL	-13.8	0.3	0	1	2	366.8	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
NA	sp|Q9XVE5|FACE1_CAEEL	-24.9	9.5	31	3	5	50.7	NA	NA	NA	3	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	5
NA	sp|Q9XVF7|RL8_CAEEL	-210.5	62	88	18	162	28.2	NA	1	15	28	16	29	6	19	4	15	2	9	11	5	2	162
NA	sp|Q9XVI6|SPTC3_CAEEL	-53.5	17	22	6	10	56.3	NA	NA	NA	2	1	5	NA	NA	NA	2	NA	NA	NA	NA	NA	10
NA	sp|Q9XVJ2|GNPI_CAEEL	-140.6	54	66	12	57	29.9	NA	NA	16	5	14	4	3	NA	5	NA	2	8	NA	NA	NA	57
NA	sp|Q9XVM9|TSN15_CAEEL	-57.3	22	49	5	38	29	NA	NA	5	5	3	4	1	5	1	5	NA	3	4	NA	2	38
NA	sp|Q9XVP0|RS15_CAEEL	-178.8	67	100+	12	179	17.2	NA	16	16	28	19	26	7	17	5	19	4	7	11	3	1	179
NA	sp|Q9XVR8|NOP10_CAEEL	-47.9	47	77	4	15	7.5	NA	1	2	3	2	4	NA	1	NA	2	NA	NA	NA	NA	NA	15
NA	sp|Q9XVS3|CLC87_CAEEL	-140.4	50	77	12	84	26.7	NA	NA	13	5	14	4	6	1	7	3	4	4	2	18	3	84
NA	sp|Q9XW10|PAD1_CAEEL	-127	6.8	11	13	18	267	NA	NA	NA	5	4	2	NA	NA	NA	NA	NA	1	NA	5	1	18
NA	sp|Q9XW16|PROF1_CAEEL	-148.1	92	100+	13	57	14.2	NA	2	11	2	10	NA	1	2	3	3	1	6	1	8	7	57
NA	sp|Q9XW92|VATA_CAEEL	-820.8	89	100+	56	788	66.4	75	2	58	71	63	87	28	56	29	70	19	32	35	34	129	788
NA	sp|Q9XWH0|BUB3_CAEEL	-13.5	7.9	11	2	2	38.1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
NA	sp|Q9XWI6|EIF3B_CAEEL	-148.3	20	26	15	40	83	NA	NA	5	14	6	6	1	1	1	4	NA	1	1	NA	NA	40
NA	sp|Q9XWS2|EXOC4_CAEEL	-117.3	16	21	10	21	101	NA	NA	1	7	NA	2	NA	4	NA	3	NA	NA	NA	1	3	21
NA	sp|Q9XWU2|SUP1_CAEEL	-42.7	32	45	4	35	11.3	NA	7	2	3	2	3	3	2	2	2	1	2	1	2	3	35
NA	sp|Q9XWU8|VMP1_CAEEL	-34	7.4	16	4	9	51.8	NA	NA	NA	3	NA	3	NA	NA	NA	3	NA	NA	NA	NA	NA	9
NA	sp|Q9XWV0|TMM33_CAEEL	-45.6	17	31	5	10	29.6	NA	NA	NA	3	NA	4	NA	2	NA	1	NA	NA	NA	NA	NA	10
NA	sp|Q9XWV2|PLBL1_CAEEL	-114.3	25	37	10	42	65.4	5	4	9	4	9	3	2	NA	2	NA	NA	3	NA	1	NA	42
NA	sp|Q9XWV3|ARPC3_CAEEL	-59.8	44	61	6	9	21	NA	NA	1	NA	2	NA	NA	NA	NA	NA	1	NA	NA	NA	5	9
NA	sp|Q9XWW1|SPCS2_CAEEL	-91.2	47	57	10	27	20.6	NA	6	NA	6	1	5	NA	3	NA	4	NA	NA	NA	1	1	27
NA	sp|Q9XWZ2|ACD11_CAEEL	-3	3.2	4	1	2	68.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2
NA	sp|Q9XXD4|NHP2_CAEEL	-35.1	25	50	4	9	18.1	NA	NA	NA	4	2	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	9
NA	sp|Q9XXK1|ATPA_CAEEL	-446.1	55	80	33	290	57.8	13	3	28	32	24	36	26	14	23	19	17	23	7	20	5	290
NA	sp|Q9XXN2|IMMT2_CAEEL	-3	1.1	1	1	3	72.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	3
NA	sp|Q9XXR3|HMT11_CAEEL	-107.6	19	50	10	26	66.6	NA	NA	NA	2	NA	5	NA	5	NA	8	NA	NA	NA	NA	6	26
NA	sp|Q9XXU9|VATC_CAEEL	-322.9	58	85	26	190	43.4	23	20	18	9	23	13	7	14	3	13	NA	13	6	4	24	190
NA	sp|Q9XZI6|PICAL_CAEEL	-82.3	18	46	7	19	64	NA	NA	1	2	1	4	NA	NA	NA	5	NA	NA	NA	1	5	19
NA	sp|Q9Y041|HGD_CAEEL	-128.8	39	54	11	71	49.2	NA	NA	11	17	12	9	2	3	3	3	3	5	3	NA	NA	71
NA	sp|Q9Y0A1|ITPR_CAEEL	-13.5	0.9	1	2	2	330.6	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
NA	sp|Q9Y194|SGPL_CAEEL	-29.7	8.9	11	4	5	61.1	NA	NA	NA	3	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	5
NA	sp|V6CJ04|BICD_CAEEL	-27.2	4.9	7	3	3	84.1	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	3
NA	tr|A0A061ACL3|A0A061ACL3_CAEEL	-47.5	8.8	12	6	11	87.1	NA	NA	2	3	4	NA	NA	1	NA	1	NA	NA	NA	NA	NA	11
NA	tr|A0A061ACV1|A0A061ACV1_CAEEL	-10.7	4.5	11	1	1	48.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1
NA	tr|A0A061AD24|A0A061AD24_CAEEL	-3.4	0.5	1	1	1	168.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1
NA	tr|A0A061ADS9|A0A061ADS9_CAEEL	-14.6	6.8	19	2	3	35.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	3
NA	tr|A0A061AIW8|A0A061AIW8_CAEEL	-27.4	20	27	3	3	29.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	3
NA	tr|A0A061AJ50|A0A061AJ50_CAEEL	-2.9	1.7	3	1	1	61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1
NA	tr|A0A078BQI6|A0A078BQI6_CAEEL	-11.8	3.7	5	2	2	38.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	2
NA	tr|A0A078BQP7|A0A078BQP7_CAEEL	-14.8	8	11	2	2	41.7	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2
NA	tr|A0A078BTN1|A0A078BTN1_CAEEL	-20.3	1.1	2	3	6	424.5	NA	NA	NA	1	NA	NA	NA	4	NA	1	NA	NA	NA	NA	NA	6
NA	tr|A0A0K3AQN5|A0A0K3AQN5_CAEEL	-83.9	6.6	12	8	12	143.6	NA	NA	4	3	1	1	NA	NA	NA	NA	NA	NA	NA	3	NA	12
NA	tr|A0A0K3ASH9|A0A0K3ASH9_CAEEL	-79.2	12	29	8	25	90.4	NA	NA	8	1	10	NA	2	NA	1	NA	1	2	NA	NA	NA	25
NA	tr|A0A0K3ATT6|A0A0K3ATT6_CAEEL	-10.9	1.2	2	2	2	237.4	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	2
NA	tr|A0A0K3AU45|A0A0K3AU45_CAEEL	-2.2	3.4	5	1	1	44.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
NA	tr|A0A0K3AUD9|A0A0K3AUD9_CAEEL	-2.3	8.6	14	1	1	6.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
NA	tr|A0A0K3AUZ1|A0A0K3AUZ1_CAEEL	-3.7	94	94	1	1	2.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
NA	tr|A0A0K3AVS8|A0A0K3AVS8_CAEEL	-2.6	2.9	4	1	1	49.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1
NA	tr|A0A0K3AWT5|A0A0K3AWT5_CAEEL	-12.1	5.4	8	2	2	35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	2
NA	tr|A0A0K3AXH1|A0A0K3AXH1_CAEEL	-2.9	1	2	1	1	185.4	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
NA	tr|A0A0K3AY55|A0A0K3AY55_CAEEL	-133.6	21	28	12	21	69.1	1	NA	NA	1	NA	2	NA	3	NA	2	NA	NA	NA	1	11	21
NA	tr|A0A0K3AYJ1|A0A0K3AYJ1_CAEEL	-83.8	61	63	7	36	12.4	NA	4	1	10	3	11	NA	3	NA	3	NA	NA	NA	NA	1	36
